XmacGene,XmacGeneID,Evalue,HumanGene,SwissprotAnnotationID
gene4683,GeneID:102236279,7.00E-18,sp|Q9Y5Y7|LYVE1_HUMAN,Q9Y5Y7
gene4684,GeneID:102236532,0,sp|Q01432|AMPD3_HUMAN,Q01432
gene4685,GeneID:102234051,6.00E-14,sp|P35318|ADML_HUMAN,P35318
gene4686,GeneID:102236790,0,sp|Q86WG5|MTMRD_HUMAN,Q86WG5
gene4687,GeneID:102234310,0,sp|Q9UH65|SWP70_HUMAN,Q9UH65
gene4688,GeneID:102234563,0,sp|O95373|IPO7_HUMAN,O95373
gene4689,GeneID:102237051,2.00E-154,sp|Q5BJD5|TM41B_HUMAN,Q5BJD5
gene469,GeneID:111608135,NA,NA,
gene4690,GeneID:102237304,0,sp|Q6IQ26|DEN5A_HUMAN,Q6IQ26
gene4691,GeneID:102234822,1.00E-67,sp|Q9NP50|SHCAF_HUMAN,Q9NP50
gene4692,GeneID:102235254,0,sp|Q9NQ36|SCUB2_HUMAN,Q9NQ36
gene4693,GeneID:102235515,2.00E-68,sp|Q9NQ34|TMM9B_HUMAN,Q9NQ34
gene4694,GeneID:102237566,0,sp|P78524|ST5_HUMAN,P78524
gene4695,GeneID:102236924,1.00E-77,tr|H0YF52|H0YF52_HUMAN,H0YF52
gene4696,GeneID:102237187,2.00E-104,tr|B4DDH2|B4DDH2_HUMAN,B4DDH2
gene4697,GeneID:102232113,8.00E-111,sp|P25800|RBTN1_HUMAN,P25800
gene4698,GeneID:106699820,4.00E-24,sp|Q7Z5B4|RIC3_HUMAN,Q7Z5B4
gene4699,GeneID:111608371,2.00E-76,sp|P50607|TUB_HUMAN,P50607
gene47,GeneID:111609825,4.00E-35,tr|A8MPP7|A8MPP7_HUMAN,A8MPP7
gene470,GeneID:102232973,8.00E-125,sp|Q71RC2|LARP4_HUMAN,Q71RC2
gene4700,GeneID:102237448,0,tr|E9PQR4|E9PQR4_HUMAN,E9PQR4
gene4701,GeneID:102232363,3.00E-133,sp|P62070|RRAS2_HUMAN,P62070
gene4702,GeneID:102232626,0,sp|P53618|COPB_HUMAN,P53618
gene4703,GeneID:102237705,0,sp|Q13370|PDE3B_HUMAN,Q13370
gene4704,GeneID:102237962,0,sp|Q6VVX0|CP2R1_HUMAN,Q6VVX0
gene4705,GeneID:102238223,2.00E-29,sp|P10092|CALCB_HUMAN,P10092
gene4706,GeneID:102232886,0,sp|P35712|SOX6_HUMAN,P35712
gene4707,GeneID:111608370,NA,NA,
gene4708,GeneID:102216416,0,tr|E9PKC0|E9PKC0_HUMAN,E9PKC0
gene4709,GeneID:102233346,4.00E-150,sp|P80303|NUCB2_HUMAN,P80303
gene471,GeneID:111606301,5.00E-66,sp|Q96DM1|PGBD4_HUMAN,Q96DM1
gene4710,GeneID:102233603,7.00E-164,sp|Q14444|CAPR1_HUMAN,Q14444
gene4711,GeneID:102234190,3.00E-152,sp|Q9H161|ALX4_HUMAN,Q9H161
gene4712,GeneID:102234444,0,sp|Q93063|EXT2_HUMAN,Q93063
gene4713,GeneID:102234703,0,sp|Q9Y4D2|DGLA_HUMAN,Q9Y4D2
gene4714,GeneID:111608420,NA,NA,
gene4715,GeneID:106699821,3.00E-43,sp|P62875|RPAB5_HUMAN,P62875
gene4716,GeneID:102235230,3.00E-42,sp|Q8N684|CPSF7_HUMAN,Q8N684
gene4717,GeneID:102234964,3.00E-65,sp|Q9NX18|SDHF2_HUMAN,Q9NX18
gene4718,GeneID:102235491,0,sp|O43581|SYT7_HUMAN,O43581
gene472,GeneID:102233237,2.00E-160,sp|Q9H765|ASB8_HUMAN,Q9H765
gene4720,GeneID:102235996,0,sp|Q99767|APBA2_HUMAN,Q99767
gene4721,GeneID:102236422,1.00E-152,sp|Q00796|DHSO_HUMAN,Q00796
gene4722,GeneID:102216671,3.00E-36,sp|Q8NHR7|TERB2_HUMAN,Q8NHR7
gene4723,GeneID:102216933,0,tr|G3V1L9|G3V1L9_HUMAN,G3V1L9
gene4724,GeneID:102221243,3.00E-154,tr|A0A0G2JPM1|A0A0G2JPM1_HUMAN,A0A0G2JPM1
gene4725,GeneID:102218905,3.00E-66,sp|Q6P4E1|CASC4_HUMAN,Q6P4E1
gene4726,GeneID:102232495,0,sp|Q05D32|CTSL2_HUMAN,Q05D32
gene4727,GeneID:111608362,7.00E-79,sp|Q7RTU9|STRC_HUMAN,Q7RTU9
gene4728,GeneID:102232763,8.00E-31,sp|O75822|EIF3J_HUMAN,O75822
gene4729,GeneID:102233285,0,sp|O75339|CILP1_HUMAN,O75339
gene473,GeneID:102233754,7.00E-160,sp|P17544|ATF7_HUMAN,P17544
gene4730,GeneID:102233544,0,sp|Q8IVU1|IGDC3_HUMAN,Q8IVU1
gene4731,GeneID:102233801,0,sp|Q75V66|ANO5_HUMAN,Q75V66
gene4732,GeneID:111605753,0,sp|Q9P2U8|VGLU2_HUMAN,Q9P2U8
gene4733,GeneID:102224378,2.00E-72,tr|E9PQ74|E9PQ74_HUMAN,E9PQ74
gene4734,GeneID:102224119,8.00E-122,sp|H3BS89|T178B_HUMAN,H3BS89
gene4735,GeneID:102233972,4.00E-88,sp|Q96H72|S39AD_HUMAN,Q96H72
gene4736,GeneID:111608469,NA,NA,
gene4737,GeneID:102233302,0,sp|Q14896|MYPC3_HUMAN,Q14896
gene4738,GeneID:102229023,0,sp|Q9BXB1|LGR4_HUMAN,Q9BXB1
gene4739,GeneID:102229285,9.00E-80,sp|A6NJ78|MET15_HUMAN,A6NJ78
gene474,GeneID:102219897,0,sp|Q9P265|DIP2B_HUMAN,Q9P265
gene4740,GeneID:102229543,0,sp|Q8NI77|KI18A_HUMAN,Q8NI77
gene4741,GeneID:102237475,1.00E-113,sp|P23560|BDNF_HUMAN,P23560
gene4742,GeneID:102237733,4.00E-122,sp|Q9NUP9|LIN7C_HUMAN,Q9NUP9
gene4743,GeneID:102237988,5.00E-18,sp|P05387|RLA2_HUMAN,P05387
gene4744,GeneID:102238251,5.00E-103,sp|P02794|FRIH_HUMAN,P02794
gene4745,GeneID:102216446,4.00E-78,sp|Q96PE7|MCEE_HUMAN,Q96PE7
gene4746,GeneID:102217209,9.00E-114,sp|O00566|MPP10_HUMAN,O00566
gene4747,GeneID:102216702,1.00E-127,sp|P53990|IST1_HUMAN,P53990
gene4748,GeneID:102217468,2.00E-150,sp|Q7Z442|PK1L2_HUMAN,Q7Z442
gene4749,GeneID:102217719,0,sp|Q02127|PYRD_HUMAN,Q02127
gene475,GeneID:102234008,1.00E-60,sp|P98073|ENTK_HUMAN,P98073
gene4750,GeneID:102217973,NA,NA,
gene4751,GeneID:102218234,2.00E-35,tr|A0A0A0MRD9|A0A0A0MRD9_HUMAN,A0A0A0MRD9
gene4752,GeneID:102218494,2.00E-82,sp|O00204|ST2B1_HUMAN,O00204
gene4753,GeneID:102216965,2.00E-168,sp|P16444|DPEP1_HUMAN,P16444
gene4754,GeneID:102218743,1.00E-102,sp|A6NKX4|S22AV_HUMAN,A6NKX4
gene4755,GeneID:102219008,0,sp|Q6UB99|ANR11_HUMAN,Q6UB99
gene4756,GeneID:102219269,0,sp|Q9UQ90|SPG7_HUMAN,Q9UQ90
gene4757,GeneID:102219529,5.00E-180,sp|P55291|CAD15_HUMAN,P55291
gene4758,GeneID:102230562,0,sp|Q4G176|ACSF3_HUMAN,Q4G176
gene4759,GeneID:102231085,0,sp|O75081|MTG16_HUMAN,O75081
gene476,GeneID:102235612,0,sp|Q9UQD0|SCN8A_HUMAN,Q9UQD0
gene4760,GeneID:111608356,NA,NA,
gene4761,GeneID:102231342,2.00E-51,sp|Q86U42|PABP2_HUMAN,Q86U42
gene4762,GeneID:102231605,6.00E-85,sp|Q9UL33|TPC2L_HUMAN,Q9UL33
gene4763,GeneID:102237545,0,sp|P34059|GALNS_HUMAN,P34059
gene4764,GeneID:102237799,8.00E-08,sp|Q04941|PLP2_HUMAN,Q04941
gene4765,GeneID:102238058,2.00E-30,sp|Q96MX0|CKLF3_HUMAN,Q96MX0
gene4766,GeneID:102238321,3.00E-76,sp|Q8IZR5|CKLF4_HUMAN,Q8IZR5
gene4767,GeneID:102231867,0,sp|O43237|DC1L2_HUMAN,O43237
gene4768,GeneID:102216512,NA,NA,
gene4769,GeneID:102232122,0,sp|Q13564|ULA1_HUMAN,Q13564
gene477,GeneID:102220158,4.00E-106,sp|Q5HY92|FIGN_HUMAN,Q5HY92
gene4770,GeneID:102232372,3.00E-127,sp|P43166|CAH7_HUMAN,P43166
gene4771,GeneID:102216774,2.00E-135,sp|Q12864|CAD17_HUMAN,Q12864
gene4772,GeneID:102232635,5.00E-128,sp|P55042|RAD_HUMAN,P55042
gene4773,GeneID:102232895,1.00E-48,sp|P48201|AT5G3_HUMAN,P48201
gene4774,GeneID:102217035,3.00E-93,sp|Q9H649|NSUN3_HUMAN,Q9H649
gene4775,GeneID:102233157,0,sp|Q9UF33|EPHA6_HUMAN,Q9UF33
gene4776,GeneID:102233419,3.00E-120,sp|Q9H0F7|ARL6_HUMAN,Q9H0F7
gene4777,GeneID:102233675,0,sp|Q9GZV3|SC5A7_HUMAN,Q9GZV3
gene4778,GeneID:102217280,4.00E-105,sp|Q96CX2|KCD12_HUMAN,Q96CX2
gene4779,GeneID:102217534,2.00E-73,tr|E9PMP7|E9PMP7_HUMAN,E9PMP7
gene478,GeneID:102234517,5.00E-136,sp|P42226|STAT6_HUMAN,P42226
gene4780,GeneID:102217784,0,sp|Q9Y625|GPC6_HUMAN,Q9Y625
gene4781,GeneID:102218033,0,sp|P78333|GPC5_HUMAN,P78333
gene4782,GeneID:102218296,2.00E-67,sp|P52799|EFNB2_HUMAN,P52799
gene4783,GeneID:102218554,1.00E-21,sp|Q9Y5Y4|PD2R2_HUMAN,Q9Y5Y4
gene4784,GeneID:111608346,NA,NA,
gene4785,GeneID:106699856,5.00E-06,sp|Q7L2Z9|CENPQ_HUMAN,Q7L2Z9
gene4786,GeneID:102233936,3.00E-82,sp|Q9NX20|RM16_HUMAN,Q9NX20
gene4787,GeneID:102234200,4.00E-90,sp|Q9NX01|TXN4B_HUMAN,Q9NX01
gene4788,GeneID:102218806,4.00E-120,sp|Q7L0Y3|TM10C_HUMAN,Q7L0Y3
gene4789,GeneID:102234454,6.00E-152,sp|Q9H2G9|GO45_HUMAN,Q9H2G9
gene479,GeneID:102220419,9.00E-122,sp|P30301|MIP_HUMAN,P30301
gene4790,GeneID:102219071,8.00E-131,sp|P28715|ERCC5_HUMAN,P28715
gene4791,GeneID:102219332,2.00E-93,sp|A6NDL7|MT21E_HUMAN,A6NDL7
gene4792,GeneID:102219584,2.00E-67,sp|Q5VZV1|MT21C_HUMAN,Q5VZV1
gene4793,GeneID:102234712,0,sp|P29144|TPP2_HUMAN,P29144
gene4794,GeneID:102219837,0,sp|Q14644|RASA3_HUMAN,Q14644
gene4795,GeneID:102234973,0,sp|P07225|PROS_HUMAN,P07225
gene4796,GeneID:102235238,0,sp|Q14393|GAS6_HUMAN,Q14393
gene4797,GeneID:102220099,4.00E-82,sp|Q8WV15|T255B_HUMAN,Q8WV15
gene4798,GeneID:102235499,0,sp|Q15835|RK_HUMAN,Q15835
gene4799,GeneID:102220356,0,sp|Q6UWJ1|TMCO3_HUMAN,Q6UWJ1
gene48,GeneID:102234007,0,sp|O43157|PLXB1_HUMAN,O43157
gene480,GeneID:102220683,6.00E-48,sp|Q15185|TEBP_HUMAN,Q15185
gene4800,GeneID:102235749,2.00E-128,sp|Q6PH85|DCNL2_HUMAN,Q6PH85
gene4801,GeneID:102220618,2.00E-175,sp|Q8NDY3|ARHL1_HUMAN,Q8NDY3
gene4802,GeneID:102236003,8.00E-171,sp|Q5TC63|GRTP1_HUMAN,Q5TC63
gene4803,GeneID:102236259,9.00E-60,sp|P11279|LAMP1_HUMAN,P11279
gene4804,GeneID:102236511,0,sp|Q13620|CUL4B_HUMAN,Q13620
gene4805,GeneID:102236769,0,sp|Q8WUH2|TGFA1_HUMAN,Q8WUH2
gene4806,GeneID:102237030,0,sp|Q9UKT7|FBXL3_HUMAN,Q9UKT7
gene4807,GeneID:102220881,0,tr|A0A0J9YXC7|A0A0J9YXC7_HUMAN,A0A0J9YXC7
gene4808,GeneID:111608373,2.00E-64,tr|J3KNK3|J3KNK3_HUMAN,J3KNK3
gene4809,GeneID:111608374,NA,NA,
gene481,GeneID:106699693,7.00E-88,sp|Q8N9I9|DTX3_HUMAN,Q8N9I9
gene4810,GeneID:111608372,5.00E-84,tr|J3KNK3|J3KNK3_HUMAN,J3KNK3
gene4811,GeneID:111608468,NA,NA,
gene4812,GeneID:102227632,0,sp|O14917|PCD17_HUMAN,O14917
gene4813,GeneID:102228072,0,sp|Q9NSV4|DIAP3_HUMAN,Q9NSV4
gene4814,GeneID:102228323,1.00E-108,sp|Q9H7E2|TDRD3_HUMAN,Q9H7E2
gene4815,GeneID:111608497,NA,NA,
gene4816,GeneID:102228583,0,sp|Q8N6Y1|PCD20_HUMAN,Q8N6Y1
gene4817,GeneID:102222600,0,sp|Q9HC56|PCDH9_HUMAN,Q9HC56
gene4818,GeneID:111608430,NA,NA,
gene4819,GeneID:102222857,3.00E-107,sp|Q01851|PO4F1_HUMAN,Q01851
gene482,GeneID:102234776,6.00E-80,sp|Q8N9I9|DTX3_HUMAN,Q8N9I9
gene4820,GeneID:102236146,2.00E-07,sp|Q5W0B1|RN219_HUMAN,Q5W0B1
gene4821,GeneID:111608429,NA,NA,
gene4822,GeneID:102223113,0,sp|Q5T8P6|RBM26_HUMAN,Q5T8P6
gene4823,GeneID:102223373,0,sp|Q4G0S4|C27C1_HUMAN,Q4G0S4
gene4824,GeneID:102218257,0,sp|P19447|ERCC3_HUMAN,P19447
gene4825,GeneID:102223891,9.00E-96,tr|A0A0A0MRI1|A0A0A0MRI1_HUMAN,A0A0A0MRI1
gene4826,GeneID:102224312,6.00E-131,sp|P13984|T2FB_HUMAN,P13984
gene4827,GeneID:111608440,NA,NA,
gene4828,GeneID:111608483,NA,NA,
gene4829,GeneID:111608484,NA,NA,
gene483,GeneID:102221114,9.00E-130,sp|Q92730|RND1_HUMAN,Q92730
gene4830,GeneID:102224734,0,sp|Q9C0D5|TANC1_HUMAN,Q9C0D5
gene4831,GeneID:102225003,NA,NA,
gene4832,GeneID:102236398,0,sp|Q9UIF8|BAZ2B_HUMAN,Q9UIF8
gene4833,GeneID:102236645,3.00E-57,sp|Q9H992|MARH7_HUMAN,Q9H992
gene4834,GeneID:102225265,0,sp|O60449|LY75_HUMAN,O60449
gene4835,GeneID:102236905,0,sp|Q13018|PLA2R_HUMAN,Q13018
gene4836,GeneID:102237167,0,sp|P18564|ITB6_HUMAN,P18564
gene4837,GeneID:102225525,4.00E-149,tr|F6Y5H0|F6Y5H0_HUMAN,F6Y5H0
gene4838,GeneID:102225786,0,sp|O00487|PSDE_HUMAN,O00487
gene4839,GeneID:102237427,0,sp|P02751|FINC_HUMAN,P02751
gene484,GeneID:102221379,0,sp|O00305|CACB4_HUMAN,O00305
gene4840,GeneID:102226050,0,sp|P31939|PUR9_HUMAN,P31939
gene4841,GeneID:102237682,7.00E-44,sp|P50219|MNX1_HUMAN,P50219
gene4842,GeneID:102226305,1.00E-153,sp|O75716|STK16_HUMAN,O75716
gene4843,GeneID:102237940,1.00E-40,sp|Q8WW12|PCNP_HUMAN,Q8WW12
gene4844,GeneID:111608358,2.00E-50,sp|O95256|I18RA_HUMAN,O95256
gene4845,GeneID:106699647,1.00E-25,sp|Q13478|IL18R_HUMAN,Q13478
gene4846,GeneID:111608367,5.00E-10,sp|P27930|IL1R2_HUMAN,P27930
gene4847,GeneID:111608412,5.00E-33,sp|Q6ZN84|CCD81_HUMAN,Q6ZN84
gene4848,GeneID:111608368,NA,NA,
gene4849,GeneID:102226560,3.00E-163,sp|O95084|PRS23_HUMAN,O95084
gene485,GeneID:102235040,0,sp|O43306|ADCY6_HUMAN,O43306
gene4850,GeneID:102216652,0,sp|Q9NV64|TM39A_HUMAN,Q9NV64
gene4851,GeneID:102216914,1.00E-76,sp|Q86SU0|ILDR1_HUMAN,Q86SU0
gene4852,GeneID:102217163,2.00E-59,tr|E9PQC8|E9PQC8_HUMAN,E9PQC8
gene4853,GeneID:102217418,3.00E-35,sp|Q99795|GPA33_HUMAN,Q99795
gene4854,GeneID:102217670,2.00E-161,sp|P30550|GRPR_HUMAN,P30550
gene4855,GeneID:102217921,6.00E-46,sp|O43915|VEGFD_HUMAN,O43915
gene4856,GeneID:102226997,5.00E-152,sp|O00625|PIR_HUMAN,O00625
gene4857,GeneID:102218180,NA,NA,
gene4858,GeneID:102218441,NA,NA,
gene4859,GeneID:102218691,0,sp|Q9BYF1|ACE2_HUMAN,Q9BYF1
gene486,GeneID:102221646,0,sp|Q8NCL4|GALT6_HUMAN,Q8NCL4
gene4860,GeneID:102218957,3.00E-121,tr|A0A087WWC4|A0A087WWC4_HUMAN,A0A087WWC4
gene4861,GeneID:102219219,7.00E-110,sp|Q9UQR0|SCML2_HUMAN,Q9UQR0
gene4862,GeneID:102227250,0,tr|A0A1B0GUM4|A0A1B0GUM4_HUMAN,A0A1B0GUM4
gene4863,GeneID:102219481,2.00E-106,sp|O15537|XLRS1_HUMAN,O15537
gene4864,GeneID:106699646,NA,NA,
gene4865,GeneID:102219733,2.00E-108,sp|O14829|PPE1_HUMAN,O14829
gene4866,GeneID:102219992,0,sp|P46019|KPB2_HUMAN,P46019
gene4867,GeneID:102234402,7.00E-97,sp|P56377|AP1S2_HUMAN,P56377
gene4868,GeneID:102235106,3.00E-103,sp|Q15696|U2AFM_HUMAN,Q15696
gene4869,GeneID:102234837,2.00E-154,sp|Q9BZW5|TM6S1_HUMAN,Q9BZW5
gene487,GeneID:102235304,0,sp|P11413|G6PD_HUMAN,P11413
gene4870,GeneID:102233971,0,sp|Q9H0C5|BTBD1_HUMAN,Q9H0C5
gene4871,GeneID:102233716,8.00E-12,sp|Q9BTL3|RAMAC_HUMAN,Q9BTL3
gene4872,GeneID:102227770,4.00E-145,sp|Q9NSB8|HOME2_HUMAN,Q9NSB8
gene4873,GeneID:102220253,NA,NA,
gene4874,GeneID:102220782,0,sp|A1L4K1|FSD2_HUMAN,A1L4K1
gene4875,GeneID:102228031,2.00E-65,sp|Q7Z7F0|KHDC4_HUMAN,Q7Z7F0
gene4876,GeneID:102228280,0,sp|O60658|PDE8A_HUMAN,O60658
gene4877,GeneID:102228536,0,sp|P50440|GATM_HUMAN,P50440
gene4878,GeneID:102228805,0,sp|O14975|S27A2_HUMAN,O14975
gene4879,GeneID:102229067,0,sp|O14975|S27A2_HUMAN,O14975
gene488,GeneID:102235563,8.00E-129,sp|Q8TCT0|CERK1_HUMAN,Q8TCT0
gene4880,GeneID:102221037,0,sp|P19113|DCHS_HUMAN,P19113
gene4881,GeneID:102229326,0,sp|P40818|UBP8_HUMAN,P40818
gene4882,GeneID:106699648,5.00E-53,sp|Q70EL3|UBP50_HUMAN,Q70EL3
gene4883,GeneID:102229588,0,sp|Q16659|MK06_HUMAN,Q16659
gene4884,GeneID:102230005,0,sp|Q8WVC0|LEO1_HUMAN,Q8WVC0
gene4885,GeneID:106699645,7.00E-21,tr|E5RGZ1|E5RGZ1_HUMAN,E5RGZ1
gene4886,GeneID:102230268,0,sp|Q9NYL9|TMOD3_HUMAN,Q9NYL9
gene4887,GeneID:102230534,3.00E-47,sp|Q8IV50|LYSM2_HUMAN,Q8IV50
gene4888,GeneID:102230794,3.00E-135,sp|Q8WXD2|SCG3_HUMAN,Q8WXD2
gene4889,GeneID:102231235,5.00E-86,tr|A0A1B0GTK8|A0A1B0GTK8_HUMAN,A0A1B0GTK8
gene489,GeneID:102237921,5.00E-119,sp|P41227|NAA10_HUMAN,P41227
gene4890,GeneID:102231498,1.00E-177,sp|P11511|CP19A_HUMAN,P11511
gene4891,GeneID:102221301,1.00E-102,sp|Q6ZMI3|GLDN_HUMAN,Q6ZMI3
gene4892,GeneID:102231763,0,sp|Q8TDJ6|DMXL2_HUMAN,Q8TDJ6
gene4893,GeneID:111608445,NA,NA,
gene4894,GeneID:102221556,0,sp|Q8NFY4|SEM6D_HUMAN,Q8NFY4
gene4895,GeneID:102221815,7.00E-91,sp|Q8TEB7|RN128_HUMAN,Q8TEB7
gene4896,GeneID:102221091,0,sp|Q71RS6|NCKX5_HUMAN,Q71RS6
gene4897,GeneID:102220837,1.00E-118,tr|A0A0A0MQW0|A0A0A0MQW0_HUMAN,A0A0A0MQW0
gene4898,GeneID:102220305,4.00E-24,sp|P0C2S0|CTXN2_HUMAN,P0C2S0
gene4899,GeneID:102220049,0,sp|Q13621|S12A1_HUMAN,Q13621
gene49,GeneID:102233752,8.00E-160,sp|P53778|MK12_HUMAN,P53778
gene490,GeneID:102235814,0,sp|O43295|SRGP3_HUMAN,O43295
gene4900,GeneID:102219789,1.00E-82,tr|H0YNW5|H0YNW5_HUMAN,H0YNW5
gene4901,GeneID:102222084,0,sp|P35555|FBN1_HUMAN,P35555
gene4902,GeneID:102222349,1.00E-54,sp|Q6S5L8|SHC4_HUMAN,Q6S5L8
gene4903,GeneID:102232019,0,sp|Q93073|SBP2L_HUMAN,Q93073
gene4904,GeneID:102232280,0,sp|P61201|CSN2_HUMAN,P61201
gene4905,GeneID:102232533,9.00E-71,sp|P21781|FGF7_HUMAN,P21781
gene4906,GeneID:102232800,6.00E-104,sp|Q8N5C7|DTWD1_HUMAN,Q8N5C7
gene4907,GeneID:102222601,0,sp|Q13423|NNTM_HUMAN,Q13423
gene4908,GeneID:102233061,0,sp|Q9BVQ7|SPA5L_HUMAN,Q9BVQ7
gene4909,GeneID:102233319,1.00E-31,sp|Q9C002|NMES1_HUMAN,Q9C002
gene491,GeneID:102221912,8.00E-82,sp|P51571|SSRD_HUMAN,P51571
gene4910,GeneID:102233578,3.00E-31,sp|Q9C002|NMES1_HUMAN,Q9C002
gene4911,GeneID:102222858,2.00E-138,sp|O14863|ZNT4_HUMAN,O14863
gene4912,GeneID:102233834,1.00E-40,tr|H3BST1|H3BST1_HUMAN,H3BST1
gene4913,GeneID:102234091,4.00E-94,sp|Q9NPI5|NRK2_HUMAN,Q9NPI5
gene4914,GeneID:102223114,NA,NA,
gene4915,GeneID:102234351,0,sp|O43854|EDIL3_HUMAN,O43854
gene4916,GeneID:102234606,0,sp|P08910|ABHD2_HUMAN,P08910
gene4917,GeneID:102223374,5.00E-155,sp|P12271|RLBP1_HUMAN,P12271
gene4918,GeneID:102234866,1.00E-54,sp|Q9NY26|S39A1_HUMAN,Q9NY26
gene4919,GeneID:102235132,3.00E-69,sp|Q9BTX3|TM208_HUMAN,Q9BTX3
gene492,GeneID:102222176,4.00E-69,tr|C9JV81|C9JV81_HUMAN,C9JV81
gene4920,GeneID:102223630,4.00E-125,sp|O43541|SMAD6_HUMAN,O43541
gene4921,GeneID:102235393,0,sp|P84022|SMAD3_HUMAN,P84022
gene4922,GeneID:102235643,0,sp|Q13163|MP2K5_HUMAN,Q13163
gene4923,GeneID:102223892,1.00E-157,tr|G3V3E1|G3V3E1_HUMAN,G3V3E1
gene4924,GeneID:102232583,0,sp|O75925|PIAS1_HUMAN,O75925
gene4925,GeneID:102232324,2.00E-112,sp|Q9NSD7|RL3R1_HUMAN,Q9NSD7
gene4926,GeneID:102231904,0,sp|Q9UBU8|MO4L1_HUMAN,Q9UBU8
gene4927,GeneID:102222543,0,tr|H0YNH8|H0YNH8_HUMAN,H0YNH8
gene4928,GeneID:102219256,0,tr|H0YL70|H0YL70_HUMAN,H0YL70
gene4929,GeneID:102222800,0,tr|H7BYN4|H7BYN4_HUMAN,H7BYN4
gene493,GeneID:102236069,0,sp|P51553|IDH3G_HUMAN,P51553
gene4930,GeneID:102223058,3.00E-120,sp|Q6TCH4|PAQR6_HUMAN,Q6TCH4
gene4931,GeneID:102220367,0,sp|O94923|GLCE_HUMAN,O94923
gene4932,GeneID:102220628,1.00E-89,tr|H0YN26|H0YN26_HUMAN,H0YN26
gene4933,GeneID:102221600,0,sp|Q9UQ03|COR2B_HUMAN,Q9UQ03
gene4934,GeneID:102223315,0,sp|Q9UKX5|ITA11_HUMAN,Q9UKX5
gene4935,GeneID:102223574,5.00E-103,sp|Q9NSD7|RL3R1_HUMAN,Q9NSD7
gene4936,GeneID:102223830,0,sp|Q9UKP4|ATS7_HUMAN,Q9UKP4
gene4937,GeneID:111608363,NA,NA,
gene4938,GeneID:102222024,4.00E-66,sp|Q96GE6|CALL4_HUMAN,Q96GE6
gene4939,GeneID:102222289,1.00E-123,sp|Q9NWW5|CLN6_HUMAN,Q9NWW5
gene494,GeneID:102236327,1.00E-114,sp|P98173|FAM3A_HUMAN,P98173
gene4940,GeneID:102224089,0,sp|P36544|ACHA7_HUMAN,P36544
gene4941,GeneID:102224348,0,sp|Q15650|TRIP4_HUMAN,Q15650
gene4942,GeneID:102220620,0,sp|O15014|ZN609_HUMAN,O15014
gene4943,GeneID:102223220,2.00E-58,tr|H3BUI8|H3BUI8_HUMAN,H3BUI8
gene4944,GeneID:102220358,6.00E-86,sp|Q96LD8|SENP8_HUMAN,Q96LD8
gene4945,GeneID:102222963,0,sp|B2RTY4|MYO9A_HUMAN,B2RTY4
gene4946,GeneID:102222708,4.00E-90,sp|O15127|SCAM2_HUMAN,O15127
gene4947,GeneID:102222455,0,sp|Q96RK4|BBS4_HUMAN,Q96RK4
gene4948,GeneID:106700378,1.00E-36,sp|Q9H611|PIF1_HUMAN,Q9H611
gene4949,GeneID:102221931,0,sp|Q92859|NEO1_HUMAN,Q92859
gene495,GeneID:102236579,0,tr|A0A087WYK2|A0A087WYK2_HUMAN,A0A087WYK2
gene4950,GeneID:102221665,0,sp|Q13596|SNX1_HUMAN,Q13596
gene4951,GeneID:102221399,0,tr|A0A0U1RQY7|A0A0U1RQY7_HUMAN,A0A0U1RQY7
gene4952,GeneID:102235702,4.00E-90,sp|P08708|RS17_HUMAN,P08708
gene4953,GeneID:102224130,0,sp|Q9BZB8|CPEB1_HUMAN,Q9BZB8
gene4954,GeneID:102236211,7.00E-84,sp|Q6ZRY4|RBPS2_HUMAN,Q6ZRY4
gene4955,GeneID:102232246,2.00E-169,sp|P25789|PSA4_HUMAN,P25789
gene4956,GeneID:102232501,1.00E-134,sp|Q96S82|UBL7_HUMAN,Q96S82
gene4957,GeneID:102221138,2.00E-87,tr|A0A0C4DGH0|A0A0C4DGH0_HUMAN,A0A0C4DGH0
gene4958,GeneID:102219917,6.00E-68,sp|Q2T9L4|INSY1_HUMAN,Q2T9L4
gene4959,GeneID:102231005,1.00E-141,sp|Q08397|LOXL1_HUMAN,Q08397
gene496,GeneID:102222440,0,sp|Q9UPP1|PHF8_HUMAN,Q9UPP1
gene4960,GeneID:102231267,5.00E-90,sp|Q8TAC9|SCAM5_HUMAN,Q8TAC9
gene4961,GeneID:102231531,0,sp|Q8TDY8|IGDC4_HUMAN,Q8TDY8
gene4962,GeneID:111608433,NA,NA,
gene4963,GeneID:102230312,0,sp|Q8NB66|UN13C_HUMAN,Q8NB66
gene4964,GeneID:102219915,0,sp|Q13702|RAPSN_HUMAN,Q13702
gene4965,GeneID:102220619,1.00E-30,sp|Q9UPQ4|TRI35_HUMAN,Q9UPQ4
gene4966,GeneID:102230581,2.00E-152,sp|Q9UBC0|HNF6_HUMAN,Q9UBC0
gene4967,GeneID:102226076,1.00E-123,sp|Q32MH5|F214A_HUMAN,Q32MH5
gene4968,GeneID:102225816,5.00E-59,sp|P56211|ARP19_HUMAN,P56211
gene4969,GeneID:102225555,0,tr|G3V394|G3V394_HUMAN,G3V394
gene497,GeneID:102222690,0,sp|Q7Z6Z7|HUWE1_HUMAN,Q7Z6Z7
