tissue,direction_of_diff_expression,GO_term,Description,P-value,FDR q-value,Enrichment,N,B,n,b
liver,downregulated,GO:0043299,leukocyte degranulation,2.67E-06,2.77E-04,2.83,11186,349,283,25
liver,downregulated,GO:0050920,regulation of chemotaxis,2.69E-06,2.77E-04,4.2,11186,141,283,15
liver,downregulated,GO:0048523,negative regulation of cellular process,2.94E-06,3.00E-04,1.43,11186,3251,283,118
liver,downregulated,GO:0002218,activation of innate immune response,3.08E-06,3.13E-04,3.93,11186,161,283,16
liver,downregulated,GO:0051246,regulation of protein metabolic process,3.16E-06,3.19E-04,1.62,11186,1981,283,81
liver,downregulated,GO:0051270,regulation of cellular component movement,3.19E-06,3.19E-04,2.18,11186,707,283,39
liver,downregulated,GO:0042981,regulation of apoptotic process,3.31E-06,3.29E-04,1.93,11186,1047,283,51
liver,downregulated,GO:2000145,regulation of cell motility,3.39E-06,3.35E-04,2.23,11186,655,283,37
liver,downregulated,GO:0042534,regulation of tumor necrosis factor biosynthetic process,3.57E-06,3.50E-04,13.18,11186,18,283,6
liver,downregulated,GO:0072678,T cell migration,3.57E-06,3.48E-04,13.18,11186,18,283,6
liver,downregulated,GO:0045089,positive regulation of innate immune response,4.12E-06,3.99E-04,3.49,11186,204,283,18
liver,downregulated,GO:0002275,myeloid cell activation involved in immune response,4.21E-06,4.04E-04,2.76,11186,358,283,25
liver,downregulated,GO:0042102,positive regulation of T cell proliferation,4.48E-06,4.28E-04,6.98,11186,51,283,9
liver,downregulated,GO:0006875,cellular metal ion homeostasis,4.64E-06,4.40E-04,2.74,11186,360,283,25
liver,downregulated,GO:0010941,regulation of cell death,4.96E-06,4.67E-04,1.85,11186,1151,283,54
liver,downregulated,GO:0042592,homeostatic process,5.61E-06,5.25E-04,1.91,11186,1037,283,50
liver,downregulated,GO:0030334,regulation of cell migration,5.64E-06,5.24E-04,2.25,11186,616,283,35
liver,downregulated,GO:0030888,regulation of B cell proliferation,5.79E-06,5.35E-04,7.91,11186,40,283,8
liver,downregulated,GO:0045055,regulated exocytosis,5.81E-06,5.34E-04,2.48,11186,462,283,29
liver,downregulated,GO:0032653,regulation of interleukin-10 production,5.96E-06,5.44E-04,9.54,11186,29,283,7
liver,downregulated,GO:0010647,positive regulation of cell communication,6.13E-06,5.56E-04,1.8,11186,1250,283,57
liver,downregulated,GO:0002690,positive regulation of leukocyte chemotaxis,6.24E-06,5.63E-04,6.71,11186,53,283,9
liver,downregulated,GO:0030217,T cell differentiation,6.36E-06,5.70E-04,5.3,11186,82,283,11
liver,downregulated,GO:0045766,positive regulation of angiogenesis,7.78E-06,6.93E-04,4.39,11186,117,283,13
liver,downregulated,GO:0032103,positive regulation of response to external stimulus,7.84E-06,6.94E-04,3.48,11186,193,283,17
liver,downregulated,GO:0032680,regulation of tumor necrosis factor production,8.07E-06,7.10E-04,5.18,11186,84,283,11
liver,downregulated,GO:0007155,cell adhesion,8.22E-06,7.19E-04,2.24,11186,600,283,34
liver,downregulated,GO:0030335,positive regulation of cell migration,8.25E-06,7.17E-04,2.66,11186,372,283,25
liver,downregulated,GO:0045577,regulation of B cell differentiation,9.80E-06,8.47E-04,11.29,11186,21,283,6
liver,downregulated,GO:0022610,biological adhesion,1.02E-05,8.73E-04,2.22,11186,606,283,34
liver,downregulated,GO:1903555,regulation of tumor necrosis factor superfamily cytokine production,1.02E-05,8.68E-04,5.06,11186,86,283,11
liver,downregulated,GO:0055065,metal ion homeostasis,1.07E-05,9.10E-04,2.56,11186,402,283,26
liver,downregulated,GO:0002407,dendritic cell chemotaxis,1.09E-05,9.21E-04,15.2,11186,13,283,5
liver,downregulated,GO:0040017,positive regulation of locomotion,1.12E-05,9.40E-04,2.55,11186,403,283,26
liver,downregulated,GO:0055080,cation homeostasis,1.18E-05,9.85E-04,2.44,11186,454,283,28
liver,downregulated,GO:0010033,response to organic substance,1.21E-05,1.00E-03,1.69,11186,1497,283,64
liver,downregulated,GO:0006959,humoral immune response,1.27E-05,1.05E-03,4.94,11186,88,283,11
liver,downregulated,GO:0002819,regulation of adaptive immune response,1.31E-05,1.07E-03,4.52,11186,105,283,12
liver,downregulated,GO:0055082,cellular chemical homeostasis,1.36E-05,1.11E-03,2.37,11186,483,283,29
liver,downregulated,GO:2000147,positive regulation of cell motility,1.36E-05,1.11E-03,2.58,11186,383,283,25
liver,downregulated,GO:0002687,positive regulation of leukocyte migration,1.39E-05,1.13E-03,5.41,11186,73,283,10
liver,downregulated,GO:0030003,cellular cation homeostasis,1.45E-05,1.17E-03,2.51,11186,409,283,26
liver,downregulated,GO:0023056,positive regulation of signaling,1.47E-05,1.17E-03,1.76,11186,1256,283,56
liver,downregulated,GO:0098771,inorganic ion homeostasis,1.50E-05,1.19E-03,2.41,11186,460,283,28
liver,downregulated,GO:0080134,regulation of response to stress,1.59E-05,1.26E-03,1.84,11186,1077,283,50
liver,downregulated,GO:1905523,positive regulation of macrophage migration,1.66E-05,1.30E-03,14.12,11186,14,283,5
liver,downregulated,GO:0061900,glial cell activation,1.75E-05,1.36E-03,10.31,11186,23,283,6
liver,downregulated,GO:0050801,ion homeostasis,1.79E-05,1.39E-03,2.3,11186,516,283,30
liver,downregulated,GO:2000026,regulation of multicellular organismal development,2.10E-05,1.62E-03,1.66,11186,1523,283,64
liver,downregulated,GO:0006873,cellular ion homeostasis,2.12E-05,1.63E-03,2.46,11186,418,283,26
liver,downregulated,GO:0043085,positive regulation of catalytic activity,2.20E-05,1.68E-03,1.84,11186,1030,283,48
liver,downregulated,GO:0019725,cellular homeostasis,2.23E-05,1.69E-03,2.17,11186,602,283,33
liver,downregulated,GO:1904018,positive regulation of vasculature development,2.26E-05,1.71E-03,3.98,11186,129,283,13
liver,downregulated,GO:0046634,regulation of alpha-beta T cell activation,2.34E-05,1.76E-03,5.74,11186,62,283,9
liver,downregulated,GO:0019932,second-messenger-mediated signaling,2.38E-05,1.78E-03,3.2,11186,210,283,17
liver,downregulated,GO:0051272,positive regulation of cellular component movement,2.40E-05,1.79E-03,2.5,11186,396,283,25
liver,downregulated,GO:0002758,innate immune response-activating signal transduction,2.43E-05,1.80E-03,3.71,11186,149,283,14
liver,downregulated,GO:0032490,detection of molecule of bacterial origin,2.59E-05,1.91E-03,19.76,11186,8,283,4
liver,downregulated,GO:0036230,granulocyte activation,2.74E-05,2.01E-03,2.6,11186,350,283,23
liver,downregulated,GO:0071310,cellular response to organic substance,2.87E-05,2.10E-03,1.85,11186,981,283,46
liver,downregulated,GO:0051345,positive regulation of hydrolase activity,3.07E-05,2.23E-03,2.23,11186,531,283,30
liver,downregulated,GO:0032753,positive regulation of interleukin-4 production,3.48E-05,2.51E-03,12.35,11186,16,283,5
liver,downregulated,GO:0009595,detection of biotic stimulus,3.48E-05,2.50E-03,12.35,11186,16,283,5
liver,downregulated,GO:0048872,homeostasis of number of cells,3.53E-05,2.53E-03,4.88,11186,81,283,10
liver,downregulated,GO:0050853,B cell receptor signaling pathway,3.74E-05,2.66E-03,9.12,11186,26,283,6
liver,downregulated,GO:0050790,regulation of catalytic activity,3.88E-05,2.75E-03,1.61,11186,1618,283,66
liver,downregulated,GO:0051247,positive regulation of protein metabolic process,3.98E-05,2.81E-03,1.74,11186,1207,283,53
liver,downregulated,GO:0045765,regulation of angiogenesis,4.07E-05,2.86E-03,3.07,11186,219,283,17
liver,downregulated,GO:0008360,regulation of cell shape,4.26E-05,2.98E-03,4.02,11186,118,283,12
liver,downregulated,GO:0032675,regulation of interleukin-6 production,4.37E-05,3.04E-03,4.76,11186,83,283,10
liver,downregulated,GO:0002688,regulation of leukocyte chemotaxis,4.42E-05,3.06E-03,5.31,11186,67,283,9
liver,downregulated,GO:0043312,neutrophil degranulation,4.54E-05,3.13E-03,2.58,11186,337,283,22
liver,downregulated,GO:0070887,cellular response to chemical stimulus,4.65E-05,3.19E-03,1.73,11186,1214,283,53
liver,downregulated,GO:0035306,positive regulation of dephosphorylation,4.73E-05,3.23E-03,7.09,11186,39,283,7
liver,downregulated,GO:1901342,regulation of vasculature development,4.75E-05,3.22E-03,2.92,11186,244,283,18
liver,downregulated,GO:0036336,dendritic cell migration,4.82E-05,3.26E-03,11.63,11186,17,283,5
liver,downregulated,GO:0070661,leukocyte proliferation,5.01E-05,3.38E-03,5.97,11186,53,283,8
liver,downregulated,GO:0070374,positive regulation of ERK1 and ERK2 cascade,5.04E-05,3.38E-03,3.95,11186,120,283,12
liver,downregulated,GO:0002283,neutrophil activation involved in immune response,5.19E-05,3.46E-03,2.56,11186,340,283,22
liver,downregulated,GO:0051336,regulation of hydrolase activity,5.73E-05,3.80E-03,1.88,11186,860,283,41
liver,downregulated,GO:0032570,response to progesterone,5.86E-05,3.87E-03,8.47,11186,28,283,6
liver,downregulated,GO:0071622,regulation of granulocyte chemotaxis,5.86E-05,3.86E-03,8.47,11186,28,283,6
liver,downregulated,GO:0002237,response to molecule of bacterial origin,6.23E-05,4.08E-03,3.24,11186,183,283,15
liver,downregulated,GO:0010562,positive regulation of phosphorus metabolic process,6.26E-05,4.08E-03,1.94,11186,776,283,38
liver,downregulated,GO:0045937,positive regulation of phosphate metabolic process,6.26E-05,4.06E-03,1.94,11186,776,283,38
liver,downregulated,GO:0042494,detection of bacterial lipoprotein,6.29E-05,4.07E-03,29.64,11186,4,283,3
liver,downregulated,GO:1902531,regulation of intracellular signal transduction,6.30E-05,4.06E-03,1.67,11186,1322,283,56
liver,downregulated,GO:0006887,exocytosis,6.51E-05,4.17E-03,2.18,11186,526,283,29
liver,downregulated,GO:0010646,regulation of cell communication,6.58E-05,4.19E-03,1.45,11186,2456,283,90
liver,downregulated,GO:0034121,regulation of toll-like receptor signaling pathway,6.62E-05,4.21E-03,6.75,11186,41,283,7
liver,downregulated,GO:0042119,neutrophil activation,6.73E-05,4.26E-03,2.51,11186,346,283,22
liver,downregulated,GO:0018108,peptidyl-tyrosine phosphorylation,6.77E-05,4.26E-03,4.14,11186,105,283,11
liver,downregulated,GO:0050848,regulation of calcium-mediated signaling,7.53E-05,4.72E-03,5.65,11186,56,283,8
liver,downregulated,GO:0018212,peptidyl-tyrosine modification,8.05E-05,5.02E-03,4.06,11186,107,283,11
liver,downregulated,GO:0051092,positive regulation of NF-kappaB transcription factor activity,8.05E-05,5.00E-03,4.06,11186,107,283,11
liver,downregulated,GO:0042221,response to chemical,8.36E-05,5.17E-03,1.53,11186,1857,283,72
liver,downregulated,GO:0032879,regulation of localization,8.71E-05,5.37E-03,1.51,11186,1960,283,75
liver,downregulated,GO:0001932,regulation of protein phosphorylation,9.09E-05,5.58E-03,1.78,11186,998,283,45
liver,downregulated,GO:0043069,negative regulation of programmed cell death,9.20E-05,5.63E-03,2.04,11186,619,283,32
liver,downregulated,GO:0003018,vascular process in circulatory system,9.53E-05,5.80E-03,3.99,11186,109,283,11
liver,downregulated,GO:0023051,regulation of signaling,1.03E-04,6.23E-03,1.43,11186,2485,283,90
liver,downregulated,GO:0006911,"phagocytosis, engulfment",1.07E-04,6.49E-03,7.65,11186,31,283,6
liver,downregulated,GO:0030097,hemopoiesis,1.10E-04,6.61E-03,5.36,11186,59,283,8
liver,downregulated,GO:0032673,regulation of interleukin-4 production,1.14E-04,6.80E-03,9.88,11186,20,283,5
liver,downregulated,GO:0032733,positive regulation of interleukin-10 production,1.14E-04,6.77E-03,9.88,11186,20,283,5
liver,downregulated,GO:0071345,cellular response to cytokine stimulus,1.14E-04,6.75E-03,2.56,11186,309,283,20
liver,downregulated,GO:0002683,negative regulation of immune system process,1.20E-04,7.10E-03,2.63,11186,286,283,19
liver,downregulated,GO:0065008,regulation of biological quality,1.26E-04,7.41E-03,1.41,11186,2639,283,94
liver,downregulated,GO:0043066,negative regulation of apoptotic process,1.36E-04,7.97E-03,2.03,11186,604,283,31
liver,downregulated,GO:0002822,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,1.39E-04,8.12E-03,4.16,11186,95,283,10
liver,downregulated,GO:0032743,positive regulation of interleukin-2 production,1.46E-04,8.49E-03,9.41,11186,21,283,5
liver,downregulated,GO:0032493,response to bacterial lipoprotein,1.54E-04,8.95E-03,23.72,11186,5,283,3
liver,downregulated,GO:0002685,regulation of leukocyte migration,1.55E-04,8.92E-03,3.78,11186,115,283,11
liver,downregulated,GO:0002285,lymphocyte activation involved in immune response,1.57E-04,9.04E-03,5.1,11186,62,283,8
liver,downregulated,GO:0045580,regulation of T cell differentiation,1.66E-04,9.48E-03,4.07,11186,97,283,10
liver,downregulated,GO:0045076,regulation of interleukin-2 biosynthetic process,1.69E-04,9.65E-03,13.18,11186,12,283,4
liver,downregulated,GO:0098609,cell-cell adhesion,1.82E-04,1.04E-02,2.47,11186,320,283,20
liver,downregulated,GO:0098742,cell-cell adhesion via plasma-membrane adhesion molecules,1.85E-04,1.05E-02,3.25,11186,158,283,13
liver,downregulated,GO:0006958,"complement activation, classical pathway",1.85E-04,1.04E-02,8.98,11186,22,283,5
liver,downregulated,GO:0048878,chemical homeostasis,2.04E-04,1.15E-02,1.89,11186,733,283,35
liver,downregulated,GO:0051094,positive regulation of developmental process,2.14E-04,1.20E-02,1.73,11186,1005,283,44
liver,downregulated,GO:0034341,response to interferon-gamma,2.20E-04,1.22E-02,4.86,11186,65,283,8
liver,downregulated,GO:0070848,response to growth factor,2.34E-04,1.30E-02,2.76,11186,229,283,16
liver,downregulated,GO:0042325,regulation of phosphorylation,2.37E-04,1.31E-02,1.67,11186,1134,283,48
liver,downregulated,GO:0042535,positive regulation of tumor necrosis factor biosynthetic process,2.39E-04,1.32E-02,12.16,11186,13,283,4
liver,downregulated,GO:0051091,positive regulation of DNA-binding transcription factor activity,2.53E-04,1.39E-02,2.99,11186,185,283,14
liver,downregulated,GO:0032663,regulation of interleukin-2 production,2.56E-04,1.40E-02,6.59,11186,36,283,6
liver,downregulated,GO:0048534,hematopoietic or lymphoid organ development,2.61E-04,1.42E-02,3.56,11186,122,283,11
liver,downregulated,GO:0031325,positive regulation of cellular metabolic process,2.80E-04,1.52E-02,1.42,11186,2343,283,84
liver,downregulated,GO:0006468,protein phosphorylation,2.81E-04,1.52E-02,1.92,11186,658,283,32
liver,downregulated,GO:0046777,protein autophosphorylation,2.89E-04,1.56E-02,3.29,11186,144,283,12
liver,downregulated,GO:0019220,regulation of phosphate metabolic process,3.01E-04,1.62E-02,1.61,11186,1273,283,52
liver,downregulated,GO:0002824,positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,3.01E-04,1.61E-02,4.65,11186,68,283,8
liver,downregulated,GO:0051174,regulation of phosphorus metabolic process,3.07E-04,1.64E-02,1.61,11186,1274,283,52
liver,downregulated,GO:0003013,circulatory system process,3.08E-04,1.64E-02,3.27,11186,145,283,12
liver,downregulated,GO:0034097,response to cytokine,3.11E-04,1.65E-02,2.26,11186,385,283,22
liver,downregulated,GO:0002703,regulation of leukocyte mediated immunity,3.22E-04,1.70E-02,3.48,11186,125,283,11
liver,downregulated,GO:0098581,detection of external biotic stimulus,3.29E-04,1.73E-02,11.29,11186,14,283,4
liver,downregulated,GO:0030574,collagen catabolic process,3.51E-04,1.84E-02,7.91,11186,25,283,5
liver,downregulated,GO:1905521,regulation of macrophage migration,3.51E-04,1.83E-02,7.91,11186,25,283,5
liver,downregulated,GO:0009593,detection of chemical stimulus,3.51E-04,1.82E-02,7.91,11186,25,283,5
liver,downregulated,GO:0043410,positive regulation of MAPK cascade,3.75E-04,1.94E-02,2.28,11186,364,283,21
liver,downregulated,GO:0001776,leukocyte homeostasis,4.02E-04,2.07E-02,6.08,11186,39,283,6
liver,downregulated,GO:0022604,regulation of cell morphogenesis,4.13E-04,2.12E-02,2.21,11186,393,283,22
liver,downregulated,GO:0042327,positive regulation of phosphorylation,4.20E-04,2.15E-02,1.84,11186,732,283,34
liver,downregulated,GO:0030890,positive regulation of B cell proliferation,4.25E-04,2.17E-02,7.6,11186,26,283,5
liver,downregulated,GO:0038083,peptidyl-tyrosine autophosphorylation,4.25E-04,2.16E-02,7.6,11186,26,283,5
liver,downregulated,GO:0034123,positive regulation of toll-like receptor signaling pathway,4.39E-04,2.23E-02,10.54,11186,15,283,4
liver,downregulated,GO:0032897,negative regulation of viral transcription,4.39E-04,2.22E-02,10.54,11186,15,283,4
liver,downregulated,GO:0002706,regulation of lymphocyte mediated immunity,4.40E-04,2.22E-02,3.95,11186,90,283,9
liver,downregulated,GO:0071219,cellular response to molecule of bacterial origin,4.40E-04,2.21E-02,3.95,11186,90,283,9
liver,downregulated,GO:0030198,extracellular matrix organization,4.54E-04,2.27E-02,2.6,11186,243,283,16
liver,downregulated,GO:0099024,plasma membrane invagination,4.63E-04,2.31E-02,5.93,11186,40,283,6
liver,downregulated,GO:0010942,positive regulation of cell death,4.86E-04,2.41E-02,2.03,11186,507,283,26
liver,downregulated,GO:0002821,positive regulation of adaptive immune response,4.91E-04,2.43E-02,4.33,11186,73,283,8
liver,downregulated,GO:0043627,response to estrogen,4.94E-04,2.44E-02,4.94,11186,56,283,7
liver,downregulated,GO:2000106,regulation of leukocyte apoptotic process,4.94E-04,2.43E-02,4.94,11186,56,283,7
liver,downregulated,GO:0001934,positive regulation of protein phosphorylation,5.12E-04,2.51E-02,1.86,11186,681,283,32
liver,downregulated,GO:0002699,positive regulation of immune effector process,5.15E-04,2.52E-02,3.29,11186,132,283,11
liver,downregulated,GO:0043062,extracellular structure organization,5.30E-04,2.58E-02,2.48,11186,271,283,17
liver,downregulated,GO:0071346,cellular response to interferon-gamma,5.52E-04,2.68E-02,4.85,11186,57,283,7
liver,downregulated,GO:0071624,positive regulation of granulocyte chemotaxis,5.74E-04,2.78E-02,9.88,11186,16,283,4
liver,downregulated,GO:0002335,mature B cell differentiation,5.74E-04,2.77E-02,9.88,11186,16,283,4
liver,downregulated,GO:0090023,positive regulation of neutrophil chemotaxis,5.74E-04,2.76E-02,9.88,11186,16,283,4
liver,downregulated,GO:0032268,regulation of cellular protein metabolic process,5.83E-04,2.79E-02,1.46,11186,1841,283,68
liver,downregulated,GO:0043900,regulation of multi-organism process,5.93E-04,2.83E-02,2.54,11186,249,283,16
liver,downregulated,GO:0060548,negative regulation of cell death,5.96E-04,2.83E-02,1.84,11186,687,283,32
liver,downregulated,GO:0032963,collagen metabolic process,6.06E-04,2.88E-02,5.65,11186,42,283,6
liver,downregulated,GO:0046635,positive regulation of alpha-beta T cell activation,6.06E-04,2.87E-02,5.65,11186,42,283,6
liver,downregulated,GO:0045595,regulation of cell differentiation,6.24E-04,2.94E-02,1.56,11186,1345,283,53
liver,downregulated,GO:0071725,response to triacyl bacterial lipopeptide,6.38E-04,3.00E-02,39.53,11186,2,283,2
liver,downregulated,GO:0071727,cellular response to triacyl bacterial lipopeptide,6.38E-04,2.99E-02,39.53,11186,2,283,2
liver,downregulated,GO:0061517,macrophage proliferation,6.38E-04,2.98E-02,39.53,11186,2,283,2
liver,downregulated,GO:0061518,microglial cell proliferation,6.38E-04,2.97E-02,39.53,11186,2,283,2
liver,downregulated,GO:2000458,regulation of astrocyte chemotaxis,6.38E-04,2.96E-02,39.53,11186,2,283,2
liver,downregulated,GO:0042495,detection of triacyl bacterial lipopeptide,6.38E-04,2.95E-02,39.53,11186,2,283,2
liver,downregulated,GO:0038112,interleukin-8-mediated signaling pathway,6.38E-04,2.94E-02,39.53,11186,2,283,2
liver,downregulated,GO:0038123,toll-like receptor TLR1:TLR2 signaling pathway,6.38E-04,2.93E-02,39.53,11186,2,283,2
liver,downregulated,GO:0086098,angiotensin-activated signaling pathway involved in heart process,6.38E-04,2.92E-02,39.53,11186,2,283,2
liver,downregulated,GO:0042268,regulation of cytolysis,6.38E-04,2.91E-02,39.53,11186,2,283,2
liver,downregulated,GO:0060443,mammary gland morphogenesis,6.38E-04,2.90E-02,39.53,11186,2,283,2
liver,downregulated,GO:0051173,positive regulation of nitrogen compound metabolic process,6.90E-04,3.13E-02,1.4,11186,2232,283,79
liver,downregulated,GO:0038093,Fc receptor signaling pathway,7.05E-04,3.19E-02,3.17,11186,137,283,11
liver,downregulated,GO:0050715,positive regulation of cytokine secretion,7.05E-04,3.18E-02,4.11,11186,77,283,8
liver,downregulated,GO:0042100,B cell proliferation,7.36E-04,3.31E-02,9.3,11186,17,283,4
liver,downregulated,GO:0009612,response to mechanical stimulus,7.49E-04,3.36E-02,3.15,11186,138,283,11
liver,downregulated,GO:0070372,regulation of ERK1 and ERK2 cascade,7.63E-04,3.41E-02,2.81,11186,183,283,13
liver,downregulated,GO:0030168,platelet activation,7.69E-04,3.42E-02,4.05,11186,78,283,8
liver,downregulated,GO:0045086,positive regulation of interleukin-2 biosynthetic process,8.17E-04,3.63E-02,14.82,11186,8,283,3
liver,downregulated,GO:0038166,angiotensin-activated signaling pathway,8.17E-04,3.61E-02,14.82,11186,8,283,3
liver,downregulated,GO:1905517,macrophage migration,8.17E-04,3.60E-02,14.82,11186,8,283,3
liver,downregulated,GO:0032940,secretion by cell,8.32E-04,3.66E-02,1.83,11186,671,283,31
liver,downregulated,GO:0010324,membrane invagination,8.83E-04,3.88E-02,5.27,11186,45,283,6
liver,downregulated,GO:0002221,pattern recognition receptor signaling pathway,9.10E-04,3.98E-02,3.95,11186,80,283,8
liver,downregulated,GO:0090022,regulation of neutrophil chemotaxis,9.27E-04,4.04E-02,8.78,11186,18,283,4
liver,downregulated,GO:0009893,positive regulation of metabolic process,9.33E-04,4.06E-02,1.36,11186,2537,283,87
liver,downregulated,GO:0031399,regulation of protein modification process,9.36E-04,4.06E-02,1.55,11186,1303,283,51
liver,downregulated,GO:0071347,cellular response to interleukin-1,9.95E-04,4.30E-02,5.16,11186,46,283,6
brain,downregulated,GO:0038041,cross-receptor inhibition within G protein-coupled receptor heterodimer,4.47E-04,1.00E+00,"2,237.20",11186,1,5,1
brain,downregulated,GO:1905665,positive regulation of calcium ion import across plasma membrane,4.47E-04,1.00E+00,"2,237.20",11186,1,5,1
brain,downregulated,GO:0002357,defense response to tumor cell,8.94E-04,1.00E+00,"1,118.60",11186,2,5,1
brain,downregulated,GO:0002418,immune response to tumor cell,8.94E-04,1.00E+00,"1,118.60",11186,2,5,1
brain,downregulated,GO:0097647,amylin receptor signaling pathway,8.94E-04,1.00E+00,"1,118.60",11186,2,5,1
brain,downregulated,GO:1905664,regulation of calcium ion import across plasma membrane,8.94E-04,1.00E+00,"1,118.60",11186,2,5,1
